Beneficiário,Perfil do beneficiário,Projeto,Descrição do projeto,Data,Valor,Área,Tipo
ESTADO DO ACRE,,Desenvolvimento Sustentável no Acre - Fases III e IV,IMPLANTACAO DAS FASES III E IV DO PROGRAMA DE DESENVOLVIMENTO SUSTENTAVEL DO ACRE,04/12/09,276281,,Operações diretas com Estado/Município
ESTADO DO ACRE,,Investimentos em saneamento e abastecimento de água no Estado do Acre.,AMPLIAR A MELHORIA DE SISTEMAS DE ABASTECIMENTO DE AGUA E IMPLANTACAO DE SISTEMAS DE ESGOTAMENTO SANITARIO EM MUNICIPIOS DO INTERIOR DO ESTADO DO ACRE,18/12/12,240662,,Operações diretas com Estado/Município
ESTADO DE RONDÔNIA,,Investimentos variados no Estado de Rondônia.,"AMPLIAR E MODERNIZAR A INFRAESTRUTURA SOCIAL, ECONOMICA E DA ADMINISTRACAO DO ESTADO DE RONDONIA.",02/10/12,450843,,Operações diretas com Estado/Município
ESTADO DO MATO GROSSO,,Construção da Arena Pantanal e urbanização do entorno.,VIABILIZAR A CONSTRUÇÃO DA ARENA MULTIUSO PANTANAL E A URBANIZAÇÃO DO SEU ENTORNO.,24/11/10,392952860,Área de Inclusão Social,direto
ESTACAO TRANSMISSORA DE ENERGIA S/A,"Sociedade do setor de transmissão de energia controlada pela Eletrosul, Eletronorte, Abengoa e Andrade Gutierrez.",Implantação de estação retificadora de energia elétrica na subestação de Porto Velho (RO) e de estação inversora na subestação de Araraquara 2 (SP).,"IMPLANT.DA ESTACAO RETIFIC.DE CORR.ALTERNADA (CA) EM 500 KV  PARA CORR.CONTINUA (CC) EM 600 KV, COM CAPAC.PARA 3150 MW, LOCALIZ. NA SUBEST.COLETORA P.VELHO-RO E DA ESTACAO INVERSORA DE CC EM 600 KV PARA CA EM 500 KV,COM CAPAC.PARA 2950 MW, LOCALIZ.NA SUBEST.ARARAQUARA 2-SP,(LEILAO 007/08-ANEEL).",30/06/11,505477000,Área de Infraestrutura,direto
EQUADOR LOG S.A.,"Empresa de logística e armazenagem do grupo Equador Petroléo, distribuidora de petróleo.",Implantação de pátio de armazenagem para combustíveis derivados do pertróleo e biocombustível e de porto flutuante para distribuição de combustíveis em Itacoatiara (AM).,"IMPLANTACAO DE PATIO DE ARMAZENAGEM COM CAPACIDADE ESTATICA SUPERIOR A 49 MILHOES DE LITROS DE COMBUSTIVEL DERIVADOS DE PETROLEO E BIOCOMBUSTIVEL E DE PORTO FLUTUANTE PARA RECEPCAO E DISTRIBUICAO DE COMBUSTIVEIS, EM ITACOATIARA - AM.",05/01/12,73378794,Área de Infraestrutura,indireto
ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"A Energia Sustentável do Brasil é responsável pela construção, manutenção, operação e venda da energia da usina de Jirau. A empresa é formada pela GDF Suez, Eletrosul e Chesf.",Implantação da hidrelétrica de Jirau no município de Porto Velho (RO) e do sistema de transmissão.,"CONSTRUCAO DA UHE JIRAU, COM CAPACIDADE INSTALADA DE GERACAO DE 3.300 MW, NO RIO MADEIRA, NO MUNICIPIO DE PORTO VELHO -RO, BEM COMO DAS INSTALACOES DE TRANSMISSAO DE INTERESSE RESTRITO A CENTRAL GERADORA.",18/09/12,1162500000,Área de Infraestrutura,indireto
ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"A Energia Sustentável do Brasil é responsável pela construção, manutenção, operação e venda da energia da usina de Jirau. A empresa é formada pela GDF Suez, Eletrosul e Chesf.",Implantação da hidrelétrica de Jirau no município de Porto Velho (RO) e do sistema de transmissão.,"CONSTRUCAO DA UHE JIRAU, COM CAPACIDADE INSTALADA DE GERACAO DE 3.300 MW, NO RIO MADEIRA, NO MUNICIPIO DE PORTO VELHO -RO, BEM COMO DAS INSTALACOES DE TRANSMISSAO DE INTERESSE RESTRITO A CENTRAL GERADORA.",18/09/12,1162500000,Área de Infraestrutura,direto
ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"A Energia Sustentável do Brasil é responsável pela construção, manutenção, operação e venda da energia da usina de Jirau. A empresa é formada pela GDF Suez, Eletrosul e Chesf.",Implantação da hidrelétrica de Jirau no município de Porto Velho (RO) e do sistema de transmissão.,"CONSTRUCAO DA UHE JIRAU, COM CAPACIDADE INSTALADA DE GERACAO DE 3.300 MW, NO RIO MADEIRA, NO MUNICIPIO DE PORTO VELHO -RO, BEM COMO DAS INSTALACOES DE TRANSMISSAO DE INTERESSE RESTRITO A CENTRAL GERADORA.",29/06/09,3635000000,Área de Infraestrutura,direto
ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"A Energia Sustentável do Brasil é responsável pela construção, manutenção, operação e venda da energia da usina de Jirau. A empresa é formada pela GDF Suez, Eletrosul e Chesf.",Implantação da hidrelétrica de Jirau no município de Porto Velho (RO) e do sistema de transmissão.,"CONSTRUCAO DA UHE JIRAU, COM CAPACIDADE INSTALADA DE GERACAO DE 3.300 MW, NO RIO MADEIRA, NO MUNICIPIO DE PORTO VELHO -RO, BEM COMO DAS INSTALACOES DE TRANSMISSAO DE INTERESSE RESTRITO A CENTRAL GERADORA.",29/06/09,3585000000,Área de Infraestrutura,indireto
ENERGETICA AGUAS DA PEDRA S. A.,"A Energética Águas da Pedra, consórcio responsável pela usina de Dardanelos, é formada pela Neoenergia, Eletronorte, Odebrecht e Chesf.",Implantação da hidrelétrica de Dardanelos no município de Aripuanã (MT) e sistema de transmissão respectivo.,"IMPLANTAÇÃO DA USINA HIDRELETRICA (UHE) DARDANELOS, COM 261 MW DE CAPACIDADE INSTALADA, A SER LOCALIZADA NO RIO ARIPUANA, NO MUNICÍPIO DE ARIPUANA/MT, BEM COMO DO RESPECTIVO SISTEMA DE TRANSMISSAO ASSOCIADO.",07/10/08,485090000,Área de Infraestrutura,direto
ENCRUZO NOVO TRANSMISSORA DE ENERGIA LTDA,Empresa responsável pela Linha de transmissão Miranda (MA) - Encruzo Novo (MA) e da subestação Encruzo Novo (MA).,Implantação da linha de transmissão Miranda (MA) - Encruzo Novo (MA) e da subestação Encruzo Novo (MA).,"IMPLANTACAO DA LINHA DE TRANSMISSAO MIRANDA - ENCRUZO NOVO EM 230 KV (COM 240 KM DE EXTENSAO) DA SUBESTACAO ENCRUZO NOVO EM 230/69 KV E DAS DEMAIS INSTALACOES ACESSORIAS, NO ESTADO DO MARANHAO.",08/10/12,53081000,Área de Infraestrutura,direto
EMPRESA REGIONAL DE TRANSMISSAO DE ENERGIA S/A,"Empresa controlada pelo Grupo Schahin, de engenharia, imobiliário, telecomunicações, petróleo, gás e energia, e pela Companhia Técnica de Engenharia Elétrica, Alusa. Os grupos são dois dos principais grupos de transmissão no Brasil.",Implantação da subestação Castanhal em São Francisco do Pará (PA) e seccionamento da linha de transmissão Vila do Conde (PA) - Santa Maria do Pará (PA).,"IMPLANTACAO, EM CARATER DE REFORCO, DA SUBESTACAO CASTANHAL EM 230 KV, LOCALIZADA NO MUNICIPIO DE SAO FRANCISCO DO PARA - PA, E SECCIONAMENTO DA LINHA DE TRANSMISSAO VILA DO CONDE - SANTA MARIA (230 KV), VISANDO INCORPORAR A NOVA SUBESTACAO.",24/03/12,30128900,Área de Infraestrutura,direto
EMPRESA REGIONAL DE TRANSMISSAO DE ENERGIA S/A,"Empresa controlada pelo Grupo Schahin, de engenharia, imobiliário, telecomunicações, petróleo, gás e energia, e pela Companhia Técnica de Engenharia Elétrica, Alusa. Os grupos são dois dos principais grupos de transmissão no Brasil.",Implantação da subestação Castanhal em São Francisco do Pará (PA) e seccionamento da linha de transmissão Vila do Conde (PA) - Santa Maria do Pará (PA).,"IMPLANTACAO, EM CARATER DE REFORCO, DA SUBESTACAO CASTANHAL EM 230 KV, LOCALIZADA NO MUNICIPIO DE SAO FRANCISCO DO PARA - PA, E SECCIONAMENTO DA LINHA DE TRANSMISSAO VILA DO CONDE - SANTA MARIA (230 KV), VISANDO INCORPORAR A NOVA SUBESTACAO.",24/03/12,30128900,Área de Infraestrutura,direto
EMPRESA DE TRANSMISSAO DE ENERGIA DO MATO GROSSO S.A.,Concessionária de serviço de transmissão de energia elétrica pertencente a Alupar Investimento S.A e Bimetal Indústria Metalúrgica Ltda.,Implantação das linhas de tranmissão Cuiabá (MT) - Nobres (MT) e Nobres C2 (MT) - Nova Mutum (MT).,"IMPLANTACAO DAS LINHAS DE TRANSMISSAO CUIABA - NOBRES E NOBRES C2 - NOVA MUTUM DE 230 KV, OBJETOS DO LEILAO ANEEL Nº 005 /2009, LOTE D, LOCALIZADAS NO ESTADO DO MATO GROSSO, COM EXTENSAO TOTAL DE 235 KM.",21/12/11,46800000,Área de Infraestrutura,direto
ECE PARTICIPACOES S/A,"A ECE Participações é uma sociedade anônima de capital fechado controlada integral da Companhia Energética do Jari (CEJA), companhia do Grupo EDP - Energias do Brasil.",Implantação da hidrelétrica Santo Antônio do Jari entre os municípios de Almerim (PA) e Laranjal do Jari (AP).,"IMPLANTACAO DA UHE SANTO ANTONIO DO JARI COM 373 MW DE POTENCIA INSTALADA, LOCALIZADA NO RIO JARI, ENTRE OS MUNICIPIOS DE ALMEIRIM (PA) E LARANJAL DO JARI (AP), OBJETO DO 11§ LEILAO DE ENERGIA NOVA (2010) DA ANEEL.",13/12/12,736807000,Área de Infraestrutura,direto
CRAVARI GERAÇÃO DE ENERGIA S.A.,"Sociedade anônima de capital fechado responsável pela PCH Bocaiúva, parte da Silea Participações Ltda.",Implantação da pequena central hidreétrica Bocaiúva e sistema de transmissão no município de Brasnorte (MT).,"IMPLANTAÇÃO DA PCH BOCAIUVA, NO RIO CRAVARI, MUNICÍPIO DE BRASNORTE-MT, COM CAPACIDADE INSTALADA DE 30 MW, BEM COMO DO RESPECTIVO SISTEMA DE TRANSMISSAO ASSOCIADO, NECESSARIO A INTERLIGAÇÃO COM A CENTRAIS ELETRICAS MATOGROSSENSES - CEMAT.",14/11/08,94500000,Área de Infraestrutura,direto
COMPANHIA HIDRELETRICA TELES PIRES,"A companhia, responsável pela usina de Teles Pires, é formada pela Eletrosul, Furnas, Odenbrecht e Teles Pires Participações. Esta última é formada pela Eletrosul, Furnas e Neoenergia.",Implantação da hidrelétrica de Teles Pires nos municípios de Paranaíta (MT) e Jacareacanga (PA),"IMPLANTACAO DA UHE TELES PIRES, COM 1.820 MW DE POTENCIA INSTALADA, LOCALIZADA NO RIO TELES PIRES, NOS MUNICIPIOS DE PARANAITA E JACAREACANGA, NOS ESTADOS DE MATO GROSSO E PARA, RESPECTIVAMENTE, OBJETO DO LEILAO ANEEL N§004/2010.",27/09/12,1212000000,Área de Infraestrutura,direto
COMPANHIA HIDRELETRICA TELES PIRES,"A companhia, responsável pela usina de Teles Pires, é formada pela Eletrosul, Furnas, Odenbrecht e Teles Pires Participações. Esta última é formada pela Eletrosul, Furnas e Neoenergia.",Implantação da hidrelétrica de Teles Pires nos municípios de Paranaíta (MT) e Jacareacanga (PA),"IMPLANTACAO DA UHE TELES PIRES, COM 1.820 MW DE POTENCIA INSTALADA, LOCALIZADA NO RIO TELES PIRES, NOS MUNICIPIOS DE PARANAITA E JACAREACANGA, NOS ESTADOS DE MATO GROSSO E PARA, RESPECTIVAMENTE, OBJETO DO LEILAO ANEEL N§004/2010.",27/09/12,1200000000,Área de Infraestrutura,indireto
COMPANHIA HIDRELETRICA TELES PIRES,"A companhia, responsável pela usina de Teles Pires, é formada pela Eletrosul, Furnas, Odenbrecht e Teles Pires Participações. Esta última é formada pela Eletrosul, Furnas e Neoenergia.",Implantação da hidrelétrica de Teles Pires nos municípios de Paranaíta (MT) e Jacareacanga (PA),"IMPLANTACAO DA UHE TELES PIRES, COM 1.820 MW DE POTENCIA INSTALADA, LOCALIZADA NO RIO TELES PIRES, NOS MUNICIPIOS DE PARANAITA E JACAREACANGA, NOS ESTADOS DE MATO GROSSO E PARA, RESPECTIVAMENTE, OBJETO DO LEILAO ANEEL N§004/2010.",14/12/11,450000000,Área de Infraestrutura,direto
COMPANHIA ENERGETICA DO MARANHAO - CEMAR,"Cia energética do Estado, composta pelas empresas Energia Equatorial, Eletrobras e ações Free Float.",Expansão e Qualidade Operacional CEMAR,"IMPLEMENTACAO DO ""PROJETO EXPANSAO E QUALIDADE OPERACIONAL CEMAR"", DESTINADO A INVESTIMENTOS PARA IMPLANTACAO DO PROGRAMA DE COMBATE AS PERDAS COMERCIAIS DE ENERGIA, BEM COMO PARA A REALIZACAO DE NOVAS LIGACOES E RENOVACAO TECNOLOGICA.",11/03/08,79663000,Área de Infraestrutura,indireto
COMPANHIA ENERGETICA DO MARANHAO - CEMAR,"Cia energética do Estado, composta pelas empresas Energia Equatorial, Eletrobras e ações Free Float.",Plano de investimentos CEMAR 2011-2014,"IMPLANTACAO DO PLANO DE INVESTIMENTOS PARA O PERIODO DE SETEMBRO/2011 - 2014, ABRANGENDO INVESTIMENTOS EM ATUALIZACAO    TECNOLOGICA; CONTENCAO DE PERDAS COMERCIAIS; EXPANSAO DE REDE E NOVAS LIGACOES; MELHORIA DA QUALIDADE DO FORNECIMENTO DE ENERGIA E INVEST P EXPANSAO DE SUBTRANSMISSAO DE ENERGIA",13/12/12,516487630,Área de Infraestrutura,direto
COMPANHIA ENERGETICA DO MARANHAO - CEMAR,"Cia energética do Estado, composta pelas empresas Energia Equatorial, Eletrobras e ações Free Float.",Plano de investimentos CEMAR 2010-2011,"IMPLANTACAO DO PLANO DE INVESTIMENTO DA EMPRESA PARA O ANO 2010 E 2011 QUE ABRANGE INVESTIMENTOS EM ATUALIZACAO TECNOLOGICA; CONTENCAO DE PERDAS COMERCIAIS; EXPANSAO DE REDE E NOVAS LIGACOES; MELHORIA DA QUALIDADE DO FORNECIMENTO DE ENERGIA, MELHORIA DA OPERACAO DO SISTEMA E INSTALACOES ADM.",11/11/11,193023432,Área de Infraestrutura,direto
CENTRAIS ELÉTRICAS DO PARA S/A- CELPA,"Cia energética do Estado, composta pelas empresas Energia Equatorial, Eletrobras e ações minoritárias.",Plano de investimentos CELPA,APOIO FINANCEIRO AO PLANO DE INVESTIMENTO 2009-2011 EM DISTRIBUIÇÃO E TRANSMISSÃO NA ÁREA DE CONCESSÃO DA CELPA.,30/11/09,449277211,Área de Infraestrutura,direto
CATXERE TRANSMISSORA DE ENERGIA S.A,Empresa do grupo CYMI MASA. Este grupo atua na construção e operação de linhas de transmissão e subestações de alta tensão e desde 2002 investe no setor de energia no Brasil.,Implantação de linha de transmissão entre subestações Cuiabá (MT) e Ribeirãozinho (MT) e entre Ribeirãozinho (MT) e Rio Verde Norte (GO).,"IMPLANTACAO DA LINHA DE TRANSMISSAO EM 500 KV, ENTRE A SUBESTACAO CUIABA E RIBEIRAOZINHO, - MT; E DA LINHA DE TRANSMISSAO EM 500 KV, ENTRE A SUBESTACAO RIBEIRAOZINHO E RIO VERDE NORTE - GO,  REFERENTES AO LEILAO DO COMPLEXO DO RIO MADEIRA.",31/08/11,193000000,Área de Infraestrutura,direto
CAMPOS DE JULIO ENERGIA S/A,"Empresa responsável pela PCH Cidezal e parte do holding Juruena Participações e Investimentos S.A., grupo detentor de cinco PCHs na área do Juruena.",Implantação da pequena central elétrica Cidezal entre os municípios de Sapezal (MT) e Campos de Júlio (MT).,"IMPLANTACAO DA PCH CIDEZAL, LOCALIZADA NO RIO JURUENA, ENTRE OS MUNICIPIOS DE SAPEZAL E CAMPOS DE JULIO, AMBOS NO ESTADO DO MATO GROSSO, COM POTENCIA TOTAL INSTALADA DE 17,0 MW, BEM COMO DA LT EM 138 KV, CIRCUITO DUPLO, COM 230 KM DE EXTENSAO, NECESSARIA PARA INTERLIGACAO A REDE BASICA.",01/09/11,9350000,Área de Infraestrutura,indireto
CAMPOS DE JULIO ENERGIA S/A,"Empresa responsável pela PCH Cidezal e parte do holding Juruena Participações e Investimentos S.A., grupo detentor de cinco PCHs na área do Juruena.",Implantação da pequena central elétrica Cidezal entre os municípios de Sapezal (MT) e Campos de Júlio (MT).,"IMPLANTACAO DA PCH CIDEZAL, LOCALIZADA NO RIO JURUENA, ENTRE OS MUNICIPIOS DE SAPEZAL E CAMPOS DE JULIO, AMBOS NO ESTADO DO MATO GROSSO, COM POTENCIA TOTAL INSTALADA DE 17,0 MW, BEM COMO DA LT EM 138 KV, CIRCUITO DUPLO, COM 230 KM DE EXTENSAO, NECESSARIA PARA INTERLIGACAO A REDE BASICA.",31/08/11,9350000,Área de Infraestrutura,direto
CAMARGO CORREA GERAÇÃO DE ENERGIA S/A,"Grupo de engenharia responsável por obras como a ponte Rio-Niterói, hidrelétricas de Itaipu, Ilha Solteira e Tucuruí, rodovias Castelo Branco e Imigrantes à Ferrovia do Aço, Estaleiro Atlântico Sul, metrô de São Paulo","Implantação da hidrelétrica Estreito entre os municípios de Estreito (MA), Palmeiras do Tocantins (TO) e Aguiarnópolis (TO). Projeto do PAC.","IMPLANTAÇÃO DA UHE ESTREITO, COM CAPACIDADE INSTALADA DE GERAÇÃO DE 1.087 MW, LOCALIZADA NO TRECHO MEDIO DO RIO TOCANTINS, ENTRE OS MUNICÍPIOS DE ESTREITO-MA, PALMEIRAS DO TOCANTINS-TO E AGUIARNOPOLIS-TO, BEM COMO DO SEU RESPECTIVO SISTEMA DE TRANSMISSAO ASSOCIADO (PROJETO NO AMBITO DO PAC).",20/03/08,116232000,Área de Infraestrutura,direto
BRADO LOGISTICA S/A,"Empresa de transporte de contêineres no Brasil e MERCOSUL com a intermodalidade ferroviári. É composta pelos grupos All (América Latina Logística), BRZ Investimentos, Deminvest, Markinvest e Caixa.","Implantação de terminal rodoferroviário em Alto Taquari (MT), expansão de câmara frigorífica em Cubatão (SP) e construção de ramal ferroviário em Cubatão (SP).","IMPLANTACAO DE TERMINAL INTERMODAL RODOFERROVIARIO EM ALTO TAQUARI - MT, EXPANSAO DE CAMARA FRIGORIFICADA EXISTENTE EM CUBATAO - SP E CONSTRUCAO DE RAMAL FERROVIARIO EM CUBATAO - SP.",14/02/12,12925888,Área de Infraestrutura,direto
BRADO LOGISTICA S/A,"Empresa de transporte de contêineres no Brasil e MERCOSUL com a intermodalidade ferroviári. É composta pelos grupos All (América Latina Logística), BRZ Investimentos, Deminvest, Markinvest e Caixa.","Implantação de terminal rodoferroviário em Alto Taquari (MT), expansão de câmara frigorífica em Cubatão (SP) e construção de ramal ferroviário em Cubatão (SP).","IMPLANTACAO DE TERMINAL INTERMODAL RODOFERROVIARIO EM ALTO TAQUARI - MT, EXPANSAO DE CAMARA FRIGORIFICADA EXISTENTE EM CUBATAO - SP E CONSTRUCAO DE RAMAL FERROVIARIO EM CUBATAO - SP.",14/02/12,12925888,Área de Infraestrutura,direto
BAHIANA DISTRIBUIDORA DE GAS LTDA,"Empresa fo grupo Ultragaz, do Grupo Ultra, um dos maiores grupos empresariais privados do Brasil, com atuação em distribuição de combustíveis, indústria química, armazenagem de granéis líquidos. Todas as empresas são subsidiárias da holding Ultrapar.",Plano de investimentos Bahiana,"INVESTIMENTOS 2012/2013, NAS DIVERSAS UNIDADES PERTENCENTES A EMPRESA.",31/10/12,18369000,Área de Insumos Básicos,direto
ATLANTICO - CONCESS TRANSMISSAO ENERGIA DO BRASIL LTDA,Empresa cearense de transmissão de energia.,Implantação da linha de transmissão Xinguara (PA) e subestações Xinguara (PA) e Carajás (PA).,"IMPLANTACAO DA LINHA DE TRANSMISSAO XINGUARA E SUBESTACOES XINGUARA E CARAJAS, ALEM DAS DEMAIS INSTALACOES ASSOCIADAS AO LOTE D, OBJETO DO LEILAO ANEEL DE LINHA DE TRANSMISSAO 001/2010.",26/12/12,42255000,Área de Infraestrutura,direto
ALUMINA LIMITED DO BRASIL S/A,Subsidiária brasileira da companhia australiana de mineração de bauxita. A empresa formou uma Joint Venture com a Alcoa.,Implantação de infraestrutura de mina de bauxita em Juruti (PA).,"IMPLANTACAO DE INFRA-ESTRUTURA PARA EXPLORACAO DE MINA DE BAUXITA, COM
CAPACIDADE DE PRODUCAO DE 2,6 MILHOES T/ANO, EM JURUTI-PA.",04/11/09,303810692,Área de Insumos Básicos,direto
ALUMINA LIMITED DO BRASIL S/A,Subsidiária brasileira da companhia australiana de mineração de bauxita. A empresa formou uma Joint Venture com a Alcoa.,Implantação de unidade em refinaria de alumina em São Luís (MA).,"IMPLANTAÇÃO DA UNIDADE 2 DA REFINARIA DO CONSORCIO ALUMAR, COM OBJETIVO DE
AUMENTAR A PRODUÇÃO DE ALUMINA EM 2,1 MILHOES DE T/ANO, EM SAO LUIS-MA.",04/11/09,227235628,Área de Insumos Básicos,direto
ALL AMÉRICA LATINA LOGÍSTICA MALHA NORTE S/A,"Maior empresa independente de serviços de logística da América do Sul, operando nos setores ferroviários e rodoviários.",Expansão da malha ferroviária (ex-Ferronorte) entre Alto Araguaia (MT) e Rondonópolis (MT).,"EXPANSÃO DA MALHA DA ALL - AMÉRICA LATINA LOGÍSTICA MALHA NORTE S.A. (EXFERRONORTE), COM A CONSTRUÇÃO DE CERCA DE 262 KM ENTRE ALTO ARAGUAIA ERONDONOPOLIS, ESTADO DO MATO GROSSO.",06/08/09,691951500,Área de Infraestrutura,direto
ALL AMÉRICA LATINA LOGÍSTICA MALHA NORTE S/A,"Maior empresa independente de serviços de logística da América do Sul, operando nos setores ferroviários e rodoviários.",Plano de Investimentos ALL Logística,"IMPLANTAÇÃO DO PLANO DE INVESTIMENTOS 2009/2012 DO GRUPO ALL, REFERENTE AS EMPRESAS AMÉRICA LATINA LOGÍSTICA MALHA SUL S/A., FERRONORTE S/A. - FERROVIAS NORTE BRASIL, FERROBAN-FERROVIAS BANDEIRANTES S/A. E FERROVIA NOVOESTE S/A.",11/09/09,373221157,Área de Infraestrutura,direto
ALCOA ALUMINIO S/A,"Empresa da Alcoa Inc, líder global na produção de alumínio primário, alumínio transformado, assim como a maior mineradora de bauxita e refinadora de alumina do mundo.","Implantação da hidrelétrica Estreito entre os municípios de Estreito (MA), Palmeiras do Tocantins (TO) e Aguiarnópolis (TO). Projeto do PAC.","IMPLANTAÇÃO DA UHE ESTREITO, COM CAPACIDADE INSTALADA DE GERAÇÃO DE 1.087 MW, LOCALIZADA NO TRECHO MEDIO DO RIO TOCANTINS, ENTRE OS MUNICÍPIOS DE ESTREITO-MA, PALMEIRAS DO TOCANTINS-TO E AGUIARNOPOLIS-TO, BEM COMO DO SEU RESPECTIVO SISTEMA DE TRANSMISSAO ASSOCIADO (PROJETO NO AMBITO DO PAC).",20/03/08,687286400,Área de Infraestrutura,direto
ALCOA ALUMINIO S/A,"Empresa da Alcoa Inc, líder global na produção de alumínio primário, alumínio transformado, assim como a maior mineradora de bauxita e refinadora de alumina do mundo.",Implantação de infraestrutura de mina de bauxita em Juruti (PA).,"IMPLANTACAO DE INFRA-ESTRUTURA PARA EXPLORACAO DE MINA DE BAUXITA, COM
CAPACIDADE DE PRODUCAO DE 2,6 MILHOES T/ANO, EM JURUTI-PA.",02/04/09,745141596,Área de Insumos Básicos,direto
ALCOA ALUMINIO S/A,"Empresa da Alcoa Inc, líder global na produção de alumínio primário, alumínio transformado, assim como a maior mineradora de bauxita e refinadora de alumina do mundo.",Implantação de unidade em refinaria de alumina em São Luís (MA).,"IMPLANTAÇÃO DA UNIDADE 2 DA REFINARIA DO CONSORCIO ALUMAR, COM OBJETIVO DE
AUMENTAR A PRODUÇÃO DE ALUMINA EM 2,1 MILHOES DE T/ANO, EM SAO LUIS-MA.",14/02/08,650285366,Área de Insumos Básicos,direto
ALCOA ALUMINIO S/A,"Empresa da Alcoa Inc, líder global na produção de alumínio primário, alumínio transformado, assim como a maior mineradora de bauxita e refinadora de alumina do mundo.",Implantação de unidade em refinaria de alumina em São Luís (MA).,"IMPLANTAÇÃO DA UNIDADE 2 DA REFINARIA DO CONSORCIO ALUMAR, COM OBJETIVO DE
AUMENTAR A PRODUÇÃO DE ALUMINA EM 2,1 MILHOES DE T/ANO, EM SAO LUIS-MA.",,198704426,Área de Insumos Básicos,direto
AGUAS DO AMAZONAS S/A,"A Águas do Amazonas é adminsitrada pelos Grupos Águas do Brasil e Solví. O Grupo Águas do Brasil - Saneamento Ambiental Águas do Brasil (SAAB) – é formado pelas empresas Developer S.A. (Grupo Carioca Engenharia), Queiroz Galvão Participações-Concessões S.A., Trana Construções Ltda. e Construtora Cowan S.A.",Investimentos em saneamento e abastecimento de água em Manaus (AM).,"INVESTIMENTOS NO SISTEMA DE ABASTECIMENTO DE AGUA, DO PROGRAMA DE REDUCAO DE PERDAS E SISTEMAS DE ESGOTAMENTO SANITARIO DA EMPRESA, NO MUNICIPIO DE MANAUS-AM.",10/02/09,60000000,Área de Inclusão Social,indireto
AGUAS DO AMAZONAS S/A,"A Águas do Amazonas é adminsitrada pelos Grupos Águas do Brasil e Solví. O Grupo Águas do Brasil - Saneamento Ambiental Águas do Brasil (SAAB) – é formado pelas empresas Developer S.A. (Grupo Carioca Engenharia), Queiroz Galvão Participações-Concessões S.A., Trana Construções Ltda. e Construtora Cowan S.A.",Investimentos em saneamento e abastecimento de água em Manaus (AM).,"INVESTIMENTOS NO SISTEMA DE ABASTECIMENTO DE AGUA, DO PROGRAMA DE REDUCAO DE PERDAS E SISTEMAS DE ESGOTAMENTO SANITARIO DA EMPRESA, NO MUNICIPIO DE MANAUS-AM.",19/01/09,60000000,Área de Inclusão Social,direto
